gene	appris_tag	isoname
DDR1	appris_principal__3	DDR1-232
DDR1	appris_principal__3	DDR1-240
DDR1	appris_principal__3	DDR1-226
DDR1	appris_principal__3	DDR1-227
DDR1	appris_principal__3	DDR1-224
GTF2H4	appris_principal__1	GTF2H4-201
GTF2H4	appris_principal__1	GTF2H4-202
VARS2	appris_principal__2	VARS2-201
VARS2	appris_principal__2	VARS2-213
VARS2	appris_principal__2	VARS2-210
SFTA2	appris_principal__1	SFTA2-201
MUCL3	appris_principal__2	MUCL3-202
MUC21	appris_principal__1	MUC21-201
MUC22	appris_principal__1	MUC22-201
C6orf15	appris_principal__1	C6orf15-201
PSORS1C1	appris_principal__1	PSORS1C1-201
CDSN	appris_principal__1	CDSN-202
PSORS1C2	appris_principal__1	PSORS1C2-201
CCHCR1	appris_principal__3	CCHCR1-201
TCF19	appris_principal__1	TCF19-201
TCF19	appris_principal__1	TCF19-202
POU5F1	appris_principal__1	POU5F1-201
HLA-C	appris_principal__2	HLA-C-201
HLA-B	appris_principal__1	HLA-B-249
MICA	appris_principal__1	MICA-209
MICB	appris_principal__1	MICB-201
MCCD1	appris_principal__1	MCCD1-201
DDX39B	appris_principal__1	DDX39B-214
DDX39B	appris_principal__1	DDX39B-202
ATP6V1G2-DDX39B	appris_principal__1	ATP6V1G2-DDX39B-201
ATP6V1G2-DDX39B	appris_principal__1	ATP6V1G2-DDX39B-203
ATP6V1G2	appris_principal__1	ATP6V1G2-205
NFKBIL1	appris_principal__3	NFKBIL1-203
LTA	appris_principal__1	LTA-214
LTA	appris_principal__1	LTA-213
TNF	appris_principal__1	TNF-208
LTB	appris_principal__1	LTB-210
LST1	appris_principal__1	LST1-217
NCR3	appris_principal__3	NCR3-201
AIF1	appris_principal__1	AIF1-203
PRRC2A	appris_principal__1	PRRC2A-202
PRRC2A	appris_principal__1	PRRC2A-201
BAG6	appris_principal__3	BAG6-237
BAG6	appris_principal__3	BAG6-234
APOM	appris_principal__1	APOM-201
C6orf47	appris_principal__1	C6orf47-202
GPANK1	appris_principal__1	GPANK1-203
GPANK1	appris_principal__1	GPANK1-205
GPANK1	appris_principal__1	GPANK1-201
GPANK1	appris_principal__1	GPANK1-202
GPANK1	appris_principal__1	GPANK1-204
CSNK2B	appris_principal__2	CSNK2B-203
CSNK2B	appris_principal__2	CSNK2B-201
CSNK2B	appris_principal__2	CSNK2B-202
AL662899.2	appris_principal__1	AL662899.2-201
LY6G5B	appris_principal__2	LY6G5B-207
LY6G5C	appris_principal__1	LY6G5C-210
ABHD16A	appris_principal__1	ABHD16A-201
AL662899.1	appris_principal__1	AL662899.1-201
LY6G6F	appris_principal__1	LY6G6F-201
LY6G6F-LY6G6D	appris_principal__1	LY6G6F-LY6G6D-201
LY6G6E	appris_principal__5	LY6G6E-225
LY6G6D	appris_principal__1	LY6G6D-223
MPIG6B	appris_principal__1	MPIG6B-211
LY6G6C	appris_principal__1	LY6G6C-201
DDAH2	appris_principal__1	DDAH2-211
DDAH2	appris_principal__1	DDAH2-213
DDAH2	appris_principal__1	DDAH2-212
CLIC1	appris_principal__1	CLIC1-208
CLIC1	appris_principal__1	CLIC1-206
CLIC1	appris_principal__1	CLIC1-207
CLIC1	appris_principal__1	CLIC1-209
CLIC1	appris_principal__1	CLIC1-210
MSH5	appris_principal__3	MSH5-204
MSH5	appris_principal__3	MSH5-203
MSH5-SAPCD1	appris_principal__5	MSH5-SAPCD1-207
SAPCD1	appris_principal__2	SAPCD1-208
VWA7	appris_principal__1	VWA7-201
VARS1	appris_principal__1	VARS1-215
LSM2	appris_principal__1	LSM2-208
HSPA1L	appris_principal__1	HSPA1L-201
HSPA1A	appris_principal__1	HSPA1A-201
HSPA1B	appris_principal__1	HSPA1B-201
NEU1	appris_principal__1	NEU1-206
SLC44A4	appris_principal__3	SLC44A4-202
EHMT2	appris_principal__4	EHMT2-203
C2	appris_principal__1	C2-201
ZBTB12	appris_principal__1	ZBTB12-201
AL645922.1	appris_principal__1	AL645922.1-201
CFB	appris_principal__1	CFB-271
NELFE	appris_principal__2	NELFE-202
SKIV2L	appris_principal__1	SKIV2L-201
DXO	appris_principal__1	DXO-202
DXO	appris_principal__1	DXO-201
DXO	appris_principal__1	DXO-203
STK19	appris_principal__3	STK19-202
C4A	appris_principal__1	C4A-243
C4B	appris_principal__1	C4B-202
CYP21A2	appris_principal__1	CYP21A2-235
TNXB	appris_principal__1	TNXB-211
ATF6B	appris_principal__3	ATF6B-210
FKBPL	appris_principal__1	FKBPL-201
PRRT1	appris_principal__1	PRRT1-201
AL662884.4	appris_principal__1	AL662884.4-201
PPT2	appris_principal__4	PPT2-245
PPT2-EGFL8	appris_principal__5	PPT2-EGFL8-203
PPT2-EGFL8	appris_principal__5	PPT2-EGFL8-202
EGFL8	appris_principal__1	EGFL8-219
EGFL8	appris_principal__1	EGFL8-220
AGPAT1	appris_principal__1	AGPAT1-204
AGPAT1	appris_principal__1	AGPAT1-203
AGPAT1	appris_principal__1	AGPAT1-206
AGPAT1	appris_principal__1	AGPAT1-202
AGPAT1	appris_principal__1	AGPAT1-205
AGPAT1	appris_principal__1	AGPAT1-201
RNF5	appris_principal__1	RNF5-203
AGER	appris_principal__1	AGER-207
PBX2	appris_principal__1	PBX2-201
GPSM3	appris_principal__1	GPSM3-206
GPSM3	appris_principal__1	GPSM3-207
NOTCH4	appris_principal__1	NOTCH4-201
TSBP1	appris_principal__3	TSBP1-204
BTNL2	appris_principal__2	BTNL2-203
HLA-DRA	appris_principal__1	HLA-DRA-202
HLA-DRB5	appris_principal__1	HLA-DRB5-201
HLA-DRB1	appris_principal__1	HLA-DRB1-201
HLA-DQA1	appris_principal__1	HLA-DQA1-203
HLA-DQA1	appris_principal__1	HLA-DQA1-201
HLA-DQA1	appris_principal__1	HLA-DQA1-202
HLA-DQB1	appris_principal__3	HLA-DQB1-205
HLA-DQB1	appris_principal__3	HLA-DQB1-204
HLA-DQA2	appris_principal__1	HLA-DQA2-210
HLA-DQB2	appris_principal__2	HLA-DQB2-232
HLA-DOB	appris_principal__1	HLA-DOB-206
HLA-DOB	appris_principal__1	HLA-DOB-210
AL669918.1	appris_principal__1	AL669918.1-201
TAP2	appris_principal__2	TAP2-201
PSMB8	appris_principal__1	PSMB8-202
PSMB9	appris_principal__1	PSMB9-207
TAP1	appris_principal__1	TAP1-201
HLA-DMB	appris_principal__1	HLA-DMB-258
AL645941.2	appris_principal__1	AL645941.2-201
HLA-DMA	appris_principal__1	HLA-DMA-201
BRD2	appris_principal__3	BRD2-201
BRD2	appris_principal__3	BRD2-202
HLA-DOA	appris_principal__1	HLA-DOA-201
HLA-DPA1	appris_principal__1	HLA-DPA1-242
HLA-DPB1	appris_principal__2	HLA-DPB1-211
COL11A2	appris_principal__5	COL11A2-201
RXRB	appris_principal__3	RXRB-201
SLC39A7	appris_principal__1	SLC39A7-201
SLC39A7	appris_principal__1	SLC39A7-202
HSD17B8	appris_principal__1	HSD17B8-203
RING1	appris_principal__1	RING1-201
VPS52	appris_principal__1	VPS52-212
RPS18	appris_principal__1	RPS18-230
B3GALT4	appris_principal__1	B3GALT4-204
WDR46	appris_principal__1	WDR46-231
PFDN6	appris_principal__1	PFDN6-204
PFDN6	appris_principal__1	PFDN6-203
PFDN6	appris_principal__1	PFDN6-202
PFDN6	appris_principal__1	PFDN6-201
RGL2	appris_principal__1	RGL2-247
TAPBP	appris_principal__4	TAPBP-233
ZBTB22	appris_principal__1	ZBTB22-207
ZBTB22	appris_principal__1	ZBTB22-208
DAXX	appris_principal__2	DAXX-202
DAXX	appris_principal__2	DAXX-201
SMIM40	appris_principal__1	SMIM40-201
SMIM40	appris_principal__1	SMIM40-202
KIFC1	appris_principal__1	KIFC1-211
PHF1	appris_principal__1	PHF1-202
CUTA	appris_principal__1	CUTA-210
SYNGAP1	appris_principal__2	SYNGAP1-230
SYNGAP1	appris_principal__2	SYNGAP1-208
ZBTB9	appris_principal__1	ZBTB9-201
BAK1	appris_principal__1	BAK1-202
ITPR3	appris_principal__1	ITPR3-201
ITPR3	appris_principal__1	ITPR3-202
UQCC2	appris_principal__2	UQCC2-204
IP6K3	appris_principal__1	IP6K3-201
IP6K3	appris_principal__1	IP6K3-202
LEMD2	appris_principal__1	LEMD2-201
LEMD2	appris_principal__1	LEMD2-214
MLN	appris_principal__3	MLN-202
GRM4	appris_principal__1	GRM4-205
HMGA1	appris_principal__4	HMGA1-205
HMGA1	appris_principal__4	HMGA1-201
SMIM29	appris_principal__1	SMIM29-206
SMIM29	appris_principal__1	SMIM29-205
NUDT3	appris_principal__1	NUDT3-201
RPS10-NUDT3	appris_principal__1	RPS10-NUDT3-203
RPS10-NUDT3	appris_principal__1	RPS10-NUDT3-204
RPS10	appris_principal__1	RPS10-202
RPS10	appris_principal__1	RPS10-203
RPS10	appris_principal__1	RPS10-205
RPS10	appris_principal__1	RPS10-208
PACSIN1	appris_principal__1	PACSIN1-207
PACSIN1	appris_principal__1	PACSIN1-201
PACSIN1	appris_principal__1	PACSIN1-206
SPDEF	appris_principal__1	SPDEF-201
ILRUN	appris_principal__1	ILRUN-202
SNRPC	appris_principal__1	SNRPC-201
UHRF1BP1	appris_principal__2	UHRF1BP1-201
TAF11	appris_principal__1	TAF11-201
ANKS1A	appris_principal__1	ANKS1A-203
TCP11	appris_principal__3	TCP11-229
SCUBE3	appris_principal__1	SCUBE3-201
ZNF76	appris_principal__3	ZNF76-203
DEF6	appris_principal__1	DEF6-201
PPARD	appris_principal__3	PPARD-203
PPARD	appris_principal__3	PPARD-201
FANCE	appris_principal__1	FANCE-201
RPL10A	appris_principal__1	RPL10A-201
TEAD3	appris_principal__2	TEAD3-201
TULP1	appris_principal__3	TULP1-201
FKBP5	appris_principal__1	FKBP5-203
FKBP5	appris_principal__1	FKBP5-202
FKBP5	appris_principal__1	FKBP5-201
ARMC12	appris_principal__3	ARMC12-201
CLPSL2	appris_principal__1	CLPSL2-202
CLPSL1	appris_principal__1	CLPSL1-201
CLPS	appris_principal__1	CLPS-201
LHFPL5	appris_principal__1	LHFPL5-203
LHFPL5	appris_principal__1	LHFPL5-201
LHFPL5	appris_principal__1	LHFPL5-204
SRPK1	appris_principal__2	SRPK1-204
SLC26A8	appris_principal__1	SLC26A8-208
SLC26A8	appris_principal__1	SLC26A8-201
MAPK14	appris_principal__5	MAPK14-201
MAPK13	appris_principal__1	MAPK13-201
BRPF3	appris_principal__2	BRPF3-202
PNPLA1	appris_principal__2	PNPLA1-203
BNIP5	appris_principal__1	BNIP5-201
ETV7	appris_principal__3	ETV7-202
PXT1	appris_principal__1	PXT1-201
KCTD20	appris_principal__1	KCTD20-202
STK38	appris_principal__1	STK38-201
SRSF3	appris_principal__1	SRSF3-202
SRSF3	appris_principal__1	SRSF3-208
CDKN1A	appris_principal__1	CDKN1A-208
CDKN1A	appris_principal__1	CDKN1A-204
CDKN1A	appris_principal__1	CDKN1A-203
CDKN1A	appris_principal__1	CDKN1A-201
CDKN1A	appris_principal__1	CDKN1A-202
RAB44	appris_principal__1	RAB44-201
CPNE5	appris_principal__1	CPNE5-201
PPIL1	appris_principal__1	PPIL1-201
C6orf89	appris_principal__3	C6orf89-201
PI16	appris_principal__1	PI16-204
PI16	appris_principal__1	PI16-203
PI16	appris_principal__1	PI16-201
MTCH1	appris_principal__3	MTCH1-201
FGD2	appris_principal__1	FGD2-201
PIM1	appris_principal__1	PIM1-201
TMEM217	appris_principal__3	TMEM217-201
AL353579.1	appris_principal__1	AL353579.1-201
AL353579.1	appris_principal__1	AL353579.1-202
AL353579.1	appris_principal__1	AL353579.1-203
TBC1D22B	appris_principal__1	TBC1D22B-201
RNF8	appris_principal__1	RNF8-202
CMTR1	appris_principal__1	CMTR1-201
CCDC167	appris_principal__1	CCDC167-201
MDGA1	appris_principal__1	MDGA1-203
ZFAND3	appris_principal__1	ZFAND3-201
BTBD9	appris_principal__1	BTBD9-206
BTBD9	appris_principal__1	BTBD9-209
GLO1	appris_principal__1	GLO1-201
DNAH8	appris_principal__2	DNAH8-201
GLP1R	appris_principal__1	GLP1R-201
SAYSD1	appris_principal__3	SAYSD1-201
KCNK5	appris_principal__1	KCNK5-201
KCNK17	appris_principal__1	KCNK17-201
KCNK16	appris_principal__1	KCNK16-204
KIF6	appris_principal__1	KIF6-202
DAAM2	appris_principal__3	DAAM2-208
MOCS1	appris_principal__1	MOCS1-201
LRFN2	appris_principal__1	LRFN2-201
UNC5CL	appris_principal__1	UNC5CL-201
UNC5CL	appris_principal__1	UNC5CL-202
OARD1	appris_principal__1	OARD1-202
OARD1	appris_principal__1	OARD1-210
OARD1	appris_principal__1	OARD1-203
OARD1	appris_principal__1	OARD1-207
TSPO2	appris_principal__1	TSPO2-202
TSPO2	appris_principal__1	TSPO2-203
APOBEC2	appris_principal__1	APOBEC2-201
NFYA	appris_principal__4	NFYA-201
TREML1	appris_principal__3	TREML1-202
TREM2	appris_principal__3	TREM2-202
TREML2	appris_principal__1	TREML2-201
TREML4	appris_principal__1	TREML4-202
TREML4	appris_principal__1	TREML4-201
TREM1	appris_principal__3	TREM1-201
NCR2	appris_principal__3	NCR2-203
FOXP4	appris_principal__3	FOXP4-204
MDFI	appris_principal__1	MDFI-203
MDFI	appris_principal__1	MDFI-201
TFEB	appris_principal__1	TFEB-201
TFEB	appris_principal__1	TFEB-204
TFEB	appris_principal__1	TFEB-206
PGC	appris_principal__1	PGC-202
FRS3	appris_principal__1	FRS3-201
FRS3	appris_principal__1	FRS3-202
AL365205.1	appris_principal__2	AL365205.1-203
PRICKLE4	appris_principal__2	PRICKLE4-204
TOMM6	appris_principal__1	TOMM6-202
TOMM6	appris_principal__1	TOMM6-201
USP49	appris_principal__1	USP49-203
MED20	appris_principal__1	MED20-201
BYSL	appris_principal__1	BYSL-201
CCND3	appris_principal__1	CCND3-203
TAF8	appris_principal__2	TAF8-201
C6orf132	appris_principal__2	C6orf132-201
AL096814.1	appris_principal__5	AL096814.1-201
GUCA1A	appris_principal__1	GUCA1A-202
GUCA1A	appris_principal__1	GUCA1A-201
AL096814.2	appris_principal__5	AL096814.2-203
GUCA1B	appris_principal__1	GUCA1B-201
MRPS10	appris_principal__1	MRPS10-201
TRERF1	appris_principal__3	TRERF1-204
UBR2	appris_principal__3	UBR2-201
PRPH2	appris_principal__1	PRPH2-201
TBCC	appris_principal__1	TBCC-201
BICRAL	appris_principal__1	BICRAL-203
BICRAL	appris_principal__1	BICRAL-201
BICRAL	appris_principal__1	BICRAL-202
RPL7L1	appris_principal__1	RPL7L1-208
RPL7L1	appris_principal__1	RPL7L1-201
C6orf226	appris_principal__1	C6orf226-201
PTCRA	appris_principal__3	PTCRA-201
CNPY3	appris_principal__1	CNPY3-201
GNMT	appris_principal__1	GNMT-201
PEX6	appris_principal__1	PEX6-202
PPP2R5D	appris_principal__1	PPP2R5D-208
MEA1	appris_principal__1	MEA1-202
MEA1	appris_principal__1	MEA1-204
MEA1	appris_principal__1	MEA1-205
MEA1	appris_principal__1	MEA1-206
KLHDC3	appris_principal__1	KLHDC3-202
RRP36	appris_principal__1	RRP36-201
CUL7	appris_principal__3	CUL7-201
KLC4	appris_principal__1	KLC4-202
KLC4	appris_principal__1	KLC4-215
KLC4	appris_principal__1	KLC4-203
AL355385.2	appris_principal__1	AL355385.2-201
MRPL2	appris_principal__1	MRPL2-202
PTK7	appris_principal__1	PTK7-202
SRF	appris_principal__1	SRF-201
CUL9	appris_principal__2	CUL9-201
DNPH1	appris_principal__1	DNPH1-201
TTBK1	appris_principal__1	TTBK1-201
SLC22A7	appris_principal__4	SLC22A7-202
CRIP3	appris_principal__1	CRIP3-202
ZNF318	appris_principal__1	ZNF318-201
ABCC10	appris_principal__3	ABCC10-201
DLK2	appris_principal__1	DLK2-203
DLK2	appris_principal__1	DLK2-201
TJAP1	appris_principal__3	TJAP1-202
TJAP1	appris_principal__3	TJAP1-207
TJAP1	appris_principal__3	TJAP1-201
TJAP1	appris_principal__3	TJAP1-205
LRRC73	appris_principal__1	LRRC73-201
POLR1C	appris_principal__1	POLR1C-210
YIPF3	appris_principal__2	YIPF3-202
XPO5	appris_principal__1	XPO5-201
POLH	appris_principal__1	POLH-202
GTPBP2	appris_principal__1	GTPBP2-202
MAD2L1BP	appris_principal__1	MAD2L1BP-201
RSPH9	appris_principal__1	RSPH9-201
MRPS18A	appris_principal__1	MRPS18A-202
VEGFA	appris_principal__4	VEGFA-222
C6orf223	appris_principal__2	C6orf223-201
MRPL14	appris_principal__1	MRPL14-201
TMEM63B	appris_principal__1	TMEM63B-201
TMEM63B	appris_principal__1	TMEM63B-202
CAPN11	appris_principal__1	CAPN11-201
MYMX	appris_principal__1	MYMX-201
MYMX	appris_principal__1	MYMX-202
SLC29A1	appris_principal__1	SLC29A1-222
SLC29A1	appris_principal__1	SLC29A1-208
SLC29A1	appris_principal__1	SLC29A1-224
SLC29A1	appris_principal__1	SLC29A1-202
SLC29A1	appris_principal__1	SLC29A1-206
SLC29A1	appris_principal__1	SLC29A1-223
SLC29A1	appris_principal__1	SLC29A1-203
SLC29A1	appris_principal__1	SLC29A1-201
HSP90AB1	appris_principal__1	HSP90AB1-204
HSP90AB1	appris_principal__1	HSP90AB1-201
HSP90AB1	appris_principal__1	HSP90AB1-203
HSP90AB1	appris_principal__1	HSP90AB1-202
SLC35B2	appris_principal__1	SLC35B2-202
NFKBIE	appris_principal__2	NFKBIE-201
TMEM151B	appris_principal__1	TMEM151B-202
AL353588.1	appris_principal__1	AL353588.1-201
TCTE1	appris_principal__1	TCTE1-202
AARS2	appris_principal__1	AARS2-201
SPATS1	appris_principal__1	SPATS1-205
SPATS1	appris_principal__1	SPATS1-202
SPATS1	appris_principal__1	SPATS1-201
CDC5L	appris_principal__1	CDC5L-201
SUPT3H	appris_principal__1	SUPT3H-202
RUNX2	appris_principal__4	RUNX2-212
RUNX2	appris_principal__4	RUNX2-204
CLIC5	appris_principal__1	CLIC5-202
ENPP4	appris_principal__1	ENPP4-201
ENPP5	appris_principal__1	ENPP5-202
ENPP5	appris_principal__1	ENPP5-201
RCAN2	appris_principal__1	RCAN2-202
CYP39A1	appris_principal__1	CYP39A1-201
SLC25A27	appris_principal__1	SLC25A27-201
TDRD6	appris_principal__3	TDRD6-201
PLA2G7	appris_principal__1	PLA2G7-201
PLA2G7	appris_principal__1	PLA2G7-202
ANKRD66	appris_principal__1	ANKRD66-202
MEP1A	appris_principal__2	MEP1A-201
ADGRF5	appris_principal__1	ADGRF5-202
ADGRF5	appris_principal__1	ADGRF5-201
ADGRF1	appris_principal__1	ADGRF1-203
TNFRSF21	appris_principal__1	TNFRSF21-201
CD2AP	appris_principal__1	CD2AP-201
ADGRF2	appris_principal__1	ADGRF2-202
ADGRF4	appris_principal__2	ADGRF4-202
ADGRF4	appris_principal__2	ADGRF4-201
OPN5	appris_principal__2	OPN5-202
PTCHD4	appris_principal__1	PTCHD4-201
MMUT	appris_principal__1	MMUT-201
CENPQ	appris_principal__1	CENPQ-201
GLYATL3	appris_principal__1	GLYATL3-201
C6orf141	appris_principal__1	C6orf141-206
RHAG	appris_principal__2	RHAG-202
CRISP2	appris_principal__1	CRISP2-202
CRISP2	appris_principal__1	CRISP2-201
CRISP3	appris_principal__3	CRISP3-201
PGK2	appris_principal__1	PGK2-201
CRISP1	appris_principal__1	CRISP1-202
CRISP1	appris_principal__1	CRISP1-203
DEFB133	appris_principal__1	DEFB133-201
DEFB114	appris_principal__1	DEFB114-201
DEFB113	appris_principal__1	DEFB113-201
DEFB110	appris_principal__1	DEFB110-201
DEFB112	appris_principal__1	DEFB112-201
TFAP2D	appris_principal__1	TFAP2D-201
TFAP2B	appris_principal__1	TFAP2B-202
PKHD1	appris_principal__4	PKHD1-202
IL17A	appris_principal__1	IL17A-201
IL17F	appris_principal__1	IL17F-201
MCM3	appris_principal__2	MCM3-206
PAQR8	appris_principal__1	PAQR8-202
PAQR8	appris_principal__1	PAQR8-201
EFHC1	appris_principal__1	EFHC1-201
TRAM2	appris_principal__1	TRAM2-201
TMEM14A	appris_principal__1	TMEM14A-201
GSTA2	appris_principal__1	GSTA2-201
GSTA1	appris_principal__1	GSTA1-201
GSTA5	appris_principal__1	GSTA5-202
GSTA5	appris_principal__1	GSTA5-201
GSTA3	appris_principal__1	GSTA3-201
GSTA4	appris_principal__1	GSTA4-203
GSTA4	appris_principal__1	GSTA4-201
CILK1	appris_principal__1	CILK1-203
CILK1	appris_principal__1	CILK1-202
AL031178.1	appris_principal__1	AL031178.1-201
FBXO9	appris_principal__1	FBXO9-202
GCM1	appris_principal__1	GCM1-201
ELOVL5	appris_principal__1	ELOVL5-201
GCLC	appris_principal__1	GCLC-214
KLHL31	appris_principal__1	KLHL31-201
KLHL31	appris_principal__1	KLHL31-202
LRRC1	appris_principal__1	LRRC1-202
MLIP	appris_principal__1	MLIP-201
TINAG	appris_principal__1	TINAG-201
FAM83B	appris_principal__1	FAM83B-201
HCRTR2	appris_principal__1	HCRTR2-202
HCRTR2	appris_principal__1	HCRTR2-201
GFRAL	appris_principal__1	GFRAL-201
HMGCLL1	appris_principal__1	HMGCLL1-201
BMP5	appris_principal__1	BMP5-201
COL21A1	appris_principal__3	COL21A1-201
DST	appris_principal__1	DST-202
BEND6	appris_principal__1	BEND6-202
KIAA1586	appris_principal__1	KIAA1586-201
ZNF451	appris_principal__1	ZNF451-204
BAG2	appris_principal__1	BAG2-201
RAB23	appris_principal__1	RAB23-202
RAB23	appris_principal__1	RAB23-201
PRIM2	appris_principal__1	PRIM2-207
KHDRBS2	appris_principal__1	KHDRBS2-201
FKBP1C	appris_principal__1	FKBP1C-201
LGSN	appris_principal__1	LGSN-201
PTP4A1	appris_principal__1	PTP4A1-206
PTP4A1	appris_principal__1	PTP4A1-208
PTP4A1	appris_principal__1	PTP4A1-207
PTP4A1	appris_principal__1	PTP4A1-203
AL135905.2	appris_principal__1	AL135905.2-201
PHF3	appris_principal__1	PHF3-201
PHF3	appris_principal__1	PHF3-202
EYS	appris_principal__3	EYS-211
ADGRB3	appris_principal__1	ADGRB3-202
ADGRB3	appris_principal__1	ADGRB3-203
LMBRD1	appris_principal__2	LMBRD1-229
COL19A1	appris_principal__1	COL19A1-205
COL9A1	appris_principal__1	COL9A1-202
FAM135A	appris_principal__3	FAM135A-202
SDHAF4	appris_principal__1	SDHAF4-201
SMAP1	appris_principal__3	SMAP1-201
B3GAT2	appris_principal__1	B3GAT2-201
OGFRL1	appris_principal__1	OGFRL1-201
RIMS1	appris_principal__2	RIMS1-216
KCNQ5	appris_principal__3	KCNQ5-205
AL365232.1	appris_principal__1	AL365232.1-201
KHDC1L	appris_principal__1	KHDC1L-201
KHDC1	appris_principal__3	KHDC1-201
KHDC1	appris_principal__3	KHDC1-207
DPPA5	appris_principal__1	DPPA5-201
KHDC3L	appris_principal__1	KHDC3L-201
OOEP	appris_principal__1	OOEP-201
DDX43	appris_principal__1	DDX43-201
CGAS	appris_principal__1	CGAS-201
MTO1	appris_principal__3	MTO1-201
EEF1A1	appris_principal__1	EEF1A1-202
EEF1A1	appris_principal__1	EEF1A1-201
EEF1A1	appris_principal__1	EEF1A1-203
SLC17A5	appris_principal__1	SLC17A5-201
CD109	appris_principal__3	CD109-201
COL12A1	appris_principal__1	COL12A1-201
COX7A2	appris_principal__1	COX7A2-201
COX7A2	appris_principal__1	COX7A2-202
TMEM30A	appris_principal__1	TMEM30A-201
FILIP1	appris_principal__1	FILIP1-201
SENP6	appris_principal__3	SENP6-202
MYO6	appris_principal__5	MYO6-203
IMPG1	appris_principal__3	IMPG1-201
HTR1B	appris_principal__1	HTR1B-201
MEI4	appris_principal__1	MEI4-201
MEI4	appris_principal__1	MEI4-202
IRAK1BP1	appris_principal__1	IRAK1BP1-201
PHIP	appris_principal__1	PHIP-201
HMGN3	appris_principal__1	HMGN3-202
LCA5	appris_principal__2	LCA5-201
LCA5	appris_principal__2	LCA5-202
SH3BGRL2	appris_principal__1	SH3BGRL2-201
ELOVL4	appris_principal__1	ELOVL4-201
TTK	appris_principal__3	TTK-202
BCKDHB	appris_principal__1	BCKDHB-202
BCKDHB	appris_principal__1	BCKDHB-201
TENT5A	appris_principal__2	TENT5A-201
IBTK	appris_principal__3	IBTK-201
TPBG	appris_principal__1	TPBG-202
TPBG	appris_principal__1	TPBG-201
TPBG	appris_principal__1	TPBG-203
UBE3D	appris_principal__1	UBE3D-203
DOP1A	appris_principal__3	DOP1A-202
PGM3	appris_principal__1	PGM3-212
RWDD2A	appris_principal__1	RWDD2A-201
ME1	appris_principal__1	ME1-201
PRSS35	appris_principal__1	PRSS35-201
SNAP91	appris_principal__3	SNAP91-204
SNAP91	appris_principal__3	SNAP91-205
SNAP91	appris_principal__3	SNAP91-215
RIPPLY2	appris_principal__1	RIPPLY2-202
CYB5R4	appris_principal__1	CYB5R4-202
MRAP2	appris_principal__1	MRAP2-201
CEP162	appris_principal__3	CEP162-202
TBX18	appris_principal__1	TBX18-202
NT5E	appris_principal__1	NT5E-201
SNX14	appris_principal__1	SNX14-201
AL589666.1	appris_principal__1	AL589666.1-201
SYNCRIP	appris_principal__3	SYNCRIP-202
HTR1E	appris_principal__1	HTR1E-201
CGA	appris_principal__1	CGA-204
ZNF292	appris_principal__2	ZNF292-202
GJB7	appris_principal__1	GJB7-203
SMIM8	appris_principal__1	SMIM8-206
SMIM8	appris_principal__1	SMIM8-204
SMIM8	appris_principal__1	SMIM8-201
SMIM8	appris_principal__1	SMIM8-209
C6orf163	appris_principal__2	C6orf163-202
CFAP206	appris_principal__1	CFAP206-202
